ID,Country,Year,Attack Type,Target Industry,Financial Loss ($M),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Used,Resolution Time (Hr)
CBS-1863,China,2018,SQL Injection,Healthcare,52.0,527443,Hacker Group,Unpatched Software,Firewall,24
CBS-1864,Germany,2020,DDoS,Government,32.7,846169,Hacker Group,Zero-day,VPN,59
CBS-1865,China,2017,Malware,Education,47.5,783239,Unknown,Social Engineering,VPN,41
CBS-1866,China,2022,Malware,Telecommunications,11.4,104772,Unknown,Social Engineering,Firewall,43
CBS-1867,Germany,2015,DDoS,Telecommunications,31.7,33098,Hacker Group,Zero-day,AI-based Detection,8
CBS-1868,UK,2024,Man-in-the-Middle,Healthcare,65.8,512847,Insider,Social Engineering,Encryption,72
CBS-1869,Australia,2018,SQL Injection,Banking,71.0,840106,Insider,Weak Passwords,VPN,44
CBS-1870,Brazil,2024,SQL Injection,Healthcare,69.6,269458,Insider,Zero-day,Firewall,15
CBS-1871,Germany,2021,Ransomware,Healthcare,66.8,242893,Nation-state,Zero-day,Antivirus,50
CBS-1872,Russia,2018,Phishing,Education,5.3,605947,Insider,Zero-day,Firewall,13
CBS-1873,Japan,2018,SQL Injection,Education,60.6,468399,Nation-state,Zero-day,VPN,56
CBS-1874,India,2015,Ransomware,IT,61.7,503774,Hacker Group,Zero-day,Firewall,37
CBS-1875,France,2021,Phishing,Retail,45.7,754278,Insider,Social Engineering,Firewall,46
CBS-1876,Japan,2019,SQL Injection,IT,89.8,126120,Unknown,Social Engineering,Encryption,39
CBS-1877,UK,2018,Malware,IT,73.3,210024,Hacker Group,Weak Passwords,Antivirus,20
CBS-1878,France,2022,DDoS,Banking,51.3,970775,Insider,Unpatched Software,AI-based Detection,21
CBS-1879,France,2017,Ransomware,Education,19.8,832471,Insider,Social Engineering,Firewall,54
CBS-1880,India,2024,Phishing,IT,97.3,165316,Unknown,Zero-day,Encryption,61
CBS-1881,Australia,2016,DDoS,Retail,3.0,990886,Insider,Weak Passwords,AI-based Detection,59
CBS-1882,UK,2021,Malware,Telecommunications,82.3,370146,Nation-state,Zero-day,VPN,55
CBS-1883,China,2021,Man-in-the-Middle,Retail,49.6,284823,Unknown,Social Engineering,Antivirus,50
CBS-1884,UK,2016,Malware,Healthcare,65.1,742857,Nation-state,Weak Passwords,Antivirus,49
CBS-1885,Brazil,2024,DDoS,Healthcare,70.0,484101,Hacker Group,Unpatched Software,VPN,9
CBS-1886,UK,2015,Ransomware,Telecommunications,22.6,368441,Hacker Group,Weak Passwords,AI-based Detection,71
CBS-1887,Russia,2019,Malware,Banking,55.4,945465,Unknown,Weak Passwords,Firewall,5
CBS-1888,USA,2016,DDoS,Healthcare,27.1,551900,Unknown,Social Engineering,VPN,17
CBS-1889,UK,2021,Malware,Banking,73.0,731722,Hacker Group,Weak Passwords,VPN,28
CBS-1890,Germany,2018,Phishing,Banking,88.7,436597,Insider,Unpatched Software,AI-based Detection,33
CBS-1891,France,2020,DDoS,Education,16.4,728830,Insider,Zero-day,AI-based Detection,45
CBS-1892,USA,2022,Ransomware,IT,85.6,826018,Hacker Group,Weak Passwords,Firewall,24
CBS-1893,Russia,2020,Ransomware,Telecommunications,76.6,791323,Insider,Unpatched Software,Encryption,40
CBS-1894,USA,2015,SQL Injection,Banking,42.8,117454,Insider,Unpatched Software,Firewall,19
CBS-1895,Japan,2023,Ransomware,Retail,95.3,986882,Hacker Group,Weak Passwords,Encryption,45
CBS-1896,France,2016,Phishing,IT,78.1,770227,Unknown,Zero-day,Antivirus,20
CBS-1897,China,2024,SQL Injection,Government,21.3,997411,Nation-state,Social Engineering,Antivirus,25
CBS-1898,Japan,2020,Malware,Education,66.9,640603,Hacker Group,Unpatched Software,VPN,23
CBS-1899,Brazil,2024,Phishing,Telecommunications,81.5,499671,Hacker Group,Weak Passwords,VPN,4
CBS-1900,India,2020,Phishing,Retail,12.6,805905,Nation-state,Social Engineering,Firewall,54
CBS-1901,France,2017,Phishing,Retail,43.2,377252,Nation-state,Unpatched Software,Encryption,8
CBS-1902,USA,2018,Ransomware,Retail,20.6,653168,Unknown,Weak Passwords,AI-based Detection,3
CBS-1903,Brazil,2017,Phishing,IT,26.6,955790,Nation-state,Zero-day,Encryption,44
CBS-1904,USA,2018,Phishing,Telecommunications,15.6,734448,Unknown,Social Engineering,Encryption,37
CBS-1905,China,2021,Ransomware,Retail,13.0,425647,Unknown,Zero-day,Antivirus,4
CBS-1906,France,2019,SQL Injection,Banking,98.0,278315,Unknown,Unpatched Software,VPN,3
CBS-1907,UK,2020,Man-in-the-Middle,Telecommunications,63.4,294447,Unknown,Zero-day,AI-based Detection,54
CBS-1908,Brazil,2020,DDoS,Education,26.6,384988,Insider,Zero-day,AI-based Detection,19
CBS-1909,Japan,2020,Man-in-the-Middle,Education,29.6,141411,Insider,Unpatched Software,AI-based Detection,58
CBS-1910,France,2023,Phishing,Healthcare,72.5,581712,Insider,Social Engineering,VPN,12
CBS-1911,UK,2020,Ransomware,Education,35.2,100749,Unknown,Zero-day,Firewall,62
CBS-1912,Russia,2019,Malware,Education,56.9,217880,Nation-state,Unpatched Software,VPN,48
CBS-1913,France,2023,Man-in-the-Middle,Telecommunications,99.7,357542,Hacker Group,Zero-day,Antivirus,21
CBS-1914,UK,2021,Malware,Telecommunications,77.2,347426,Hacker Group,Zero-day,Antivirus,36
CBS-1915,France,2018,Man-in-the-Middle,Education,36.9,829140,Nation-state,Unpatched Software,Encryption,2
CBS-1916,France,2017,SQL Injection,Healthcare,42.8,683189,Unknown,Zero-day,VPN,19
CBS-1917,India,2019,Ransomware,Banking,89.4,453441,Hacker Group,Unpatched Software,VPN,29
CBS-1918,Australia,2017,Malware,IT,33.3,673439,Insider,Weak Passwords,Firewall,13
CBS-1919,Brazil,2016,SQL Injection,Telecommunications,13.9,832297,Nation-state,Weak Passwords,AI-based Detection,69
CBS-1920,India,2018,Phishing,IT,13.1,400964,Nation-state,Weak Passwords,VPN,19
CBS-1921,France,2019,DDoS,Telecommunications,52.9,192293,Nation-state,Weak Passwords,VPN,57
CBS-1922,Russia,2019,Man-in-the-Middle,Banking,26.0,565292,Insider,Unpatched Software,Antivirus,27
CBS-1923,Brazil,2016,Phishing,Education,9.2,774750,Nation-state,Social Engineering,Firewall,70
CBS-1924,France,2022,Phishing,IT,78.2,666996,Insider,Weak Passwords,Encryption,59
CBS-1925,Germany,2016,Malware,Healthcare,94.1,21382,Unknown,Weak Passwords,Encryption,21
CBS-1926,Germany,2021,Phishing,Telecommunications,55.1,463525,Nation-state,Unpatched Software,AI-based Detection,59
CBS-1927,Russia,2022,Ransomware,Telecommunications,17.0,905673,Insider,Weak Passwords,VPN,54
CBS-1928,India,2024,Man-in-the-Middle,Retail,30.6,619881,Nation-state,Unpatched Software,Antivirus,42
CBS-1929,France,2015,Malware,Banking,20.3,987350,Insider,Zero-day,Antivirus,4
CBS-1930,USA,2019,Phishing,Education,97.3,849084,Nation-state,Zero-day,VPN,62
CBS-1931,UK,2017,Man-in-the-Middle,Education,13.1,799627,Hacker Group,Weak Passwords,Antivirus,36
CBS-1932,France,2023,Man-in-the-Middle,Education,87.4,307155,Unknown,Unpatched Software,Antivirus,28
CBS-1933,Japan,2024,Ransomware,Retail,88.4,989106,Unknown,Zero-day,Firewall,3
CBS-1934,India,2020,Man-in-the-Middle,Retail,84.8,129144,Hacker Group,Weak Passwords,Antivirus,25
CBS-1935,UK,2015,Malware,Government,57.8,767562,Unknown,Zero-day,Antivirus,61
CBS-1936,Brazil,2015,Malware,IT,74.0,956965,Hacker Group,Unpatched Software,Encryption,40
CBS-1937,Germany,2023,Phishing,Retail,87.6,291580,Unknown,Unpatched Software,Firewall,25
CBS-1938,Germany,2017,Ransomware,Education,77.0,950276,Hacker Group,Unpatched Software,Firewall,31
CBS-1939,UK,2017,Man-in-the-Middle,Telecommunications,89.1,932075,Unknown,Unpatched Software,Firewall,72
CBS-1940,Germany,2015,DDoS,Healthcare,34.0,931456,Hacker Group,Zero-day,AI-based Detection,22
CBS-1941,Japan,2023,Ransomware,Retail,28.8,983880,Nation-state,Unpatched Software,Antivirus,54
CBS-1942,China,2022,DDoS,Education,18.5,20680,Nation-state,Social Engineering,Firewall,29
CBS-1943,Australia,2018,Malware,Education,21.4,437056,Hacker Group,Zero-day,AI-based Detection,52
CBS-1944,India,2021,Malware,Government,57.9,769222,Insider,Weak Passwords,Antivirus,32
CBS-1945,Australia,2022,Malware,Government,4.5,436928,Unknown,Social Engineering,Antivirus,34
CBS-1946,China,2021,DDoS,Healthcare,38.7,340194,Unknown,Weak Passwords,VPN,44
CBS-1947,India,2019,DDoS,IT,44.0,612030,Nation-state,Unpatched Software,Antivirus,47
CBS-1948,Australia,2019,Man-in-the-Middle,IT,87.9,551100,Insider,Zero-day,VPN,9
CBS-1949,Brazil,2022,Phishing,IT,26.0,251768,Unknown,Social Engineering,VPN,6
CBS-1950,Japan,2015,DDoS,Retail,11.7,680720,Nation-state,Zero-day,Encryption,2
CBS-1951,USA,2017,DDoS,Telecommunications,51.7,156213,Nation-state,Weak Passwords,VPN,9
CBS-1952,Japan,2020,Man-in-the-Middle,Retail,33.8,468856,Hacker Group,Unpatched Software,Firewall,15
CBS-1953,France,2023,Ransomware,Government,63.5,90678,Nation-state,Unpatched Software,Firewall,22
CBS-1954,UK,2022,DDoS,Retail,45.7,554585,Hacker Group,Social Engineering,VPN,63
CBS-1955,China,2021,Man-in-the-Middle,Banking,33.3,935265,Nation-state,Unpatched Software,Firewall,20
CBS-1956,Japan,2023,SQL Injection,Banking,44.0,459922,Nation-state,Zero-day,Encryption,12
CBS-1957,France,2017,DDoS,Healthcare,6.7,782873,Hacker Group,Zero-day,Encryption,4
CBS-1958,UK,2020,Ransomware,Banking,53.0,528708,Unknown,Social Engineering,VPN,14
CBS-1959,Germany,2020,SQL Injection,Healthcare,38.9,513096,Hacker Group,Weak Passwords,VPN,57
CBS-1960,Australia,2018,DDoS,Education,79.5,636407,Hacker Group,Zero-day,Encryption,11
CBS-1961,USA,2020,Ransomware,Retail,38.0,419557,Unknown,Weak Passwords,Antivirus,2
CBS-1962,Brazil,2018,DDoS,Healthcare,47.5,784099,Insider,Social Engineering,AI-based Detection,30
CBS-1963,Japan,2024,Malware,Telecommunications,71.2,37870,Nation-state,Zero-day,AI-based Detection,31
CBS-1964,Brazil,2022,Malware,IT,4.1,291590,Hacker Group,Zero-day,Antivirus,22
CBS-1965,India,2018,SQL Injection,Telecommunications,16.0,444408,Unknown,Weak Passwords,AI-based Detection,64
CBS-1966,Germany,2015,Malware,Banking,56.1,526658,Nation-state,Weak Passwords,VPN,38
CBS-1967,Japan,2021,Malware,Retail,30.5,333238,Hacker Group,Social Engineering,Firewall,20
CBS-1968,Australia,2020,DDoS,Retail,31.4,449936,Insider,Weak Passwords,VPN,52
CBS-1969,Germany,2023,Malware,Retail,71.1,61238,Unknown,Unpatched Software,AI-based Detection,41
CBS-1970,USA,2024,Malware,Education,24.9,916209,Unknown,Zero-day,Encryption,50
CBS-1971,India,2022,DDoS,Banking,14.0,762440,Nation-state,Unpatched Software,AI-based Detection,19
CBS-1972,China,2021,Malware,Banking,92.2,248859,Nation-state,Social Engineering,Antivirus,33
CBS-1973,Russia,2015,SQL Injection,IT,47.8,645774,Hacker Group,Social Engineering,Firewall,7
CBS-1974,Brazil,2024,Man-in-the-Middle,Healthcare,61.6,218189,Unknown,Weak Passwords,AI-based Detection,48
CBS-1975,China,2015,Man-in-the-Middle,Banking,66.5,623301,Hacker Group,Social Engineering,VPN,40
CBS-1976,Germany,2017,Ransomware,Education,10.3,195872,Hacker Group,Social Engineering,Antivirus,22
CBS-1977,Germany,2016,SQL Injection,IT,76.4,807745,Nation-state,Unpatched Software,AI-based Detection,71
CBS-1978,France,2020,Ransomware,Healthcare,25.5,50385,Unknown,Unpatched Software,Antivirus,10
CBS-1979,Brazil,2017,Malware,Telecommunications,73.7,377769,Hacker Group,Zero-day,Firewall,38
CBS-1980,UK,2018,Ransomware,Telecommunications,99.4,355256,Hacker Group,Unpatched Software,Firewall,51
CBS-1981,UK,2017,DDoS,Government,65.6,478549,Hacker Group,Weak Passwords,Antivirus,37
CBS-1982,Germany,2022,Malware,Retail,60.9,125300,Insider,Weak Passwords,AI-based Detection,11
CBS-1983,France,2018,Ransomware,Education,34.5,608196,Insider,Weak Passwords,AI-based Detection,25
CBS-1984,China,2023,Phishing,Government,43.5,27694,Unknown,Weak Passwords,Encryption,30
CBS-1985,China,2017,Man-in-the-Middle,Retail,30.4,29840,Hacker Group,Weak Passwords,AI-based Detection,63
CBS-1986,Russia,2015,Phishing,Banking,4.6,720643,Unknown,Social Engineering,Firewall,19
CBS-1987,Germany,2015,Man-in-the-Middle,IT,54.5,775866,Insider,Weak Passwords,AI-based Detection,69
CBS-1988,USA,2021,Phishing,Retail,95.9,671335,Hacker Group,Zero-day,Antivirus,62
CBS-1989,USA,2017,DDoS,Banking,98.1,276199,Insider,Weak Passwords,Antivirus,28
CBS-1990,UK,2015,Ransomware,IT,75.5,534962,Unknown,Weak Passwords,Encryption,59
CBS-1991,UK,2022,Phishing,Telecommunications,62.8,758516,Hacker Group,Zero-day,VPN,16
CBS-1992,Australia,2018,Phishing,Education,82.2,943662,Unknown,Weak Passwords,Antivirus,47
CBS-1993,Germany,2019,Ransomware,Government,99.3,257068,Hacker Group,Social Engineering,AI-based Detection,17
CBS-1994,USA,2015,DDoS,Education,66.0,75167,Insider,Unpatched Software,VPN,13
CBS-1995,Germany,2017,SQL Injection,Retail,88.2,3200,Insider,Weak Passwords,AI-based Detection,43
CBS-1996,Japan,2018,Ransomware,IT,60.8,917016,Unknown,Weak Passwords,VPN,39
CBS-1997,UK,2020,SQL Injection,Banking,40.3,760892,Hacker Group,Zero-day,VPN,22
CBS-1998,UK,2021,SQL Injection,Telecommunications,1.5,204624,Unknown,Unpatched Software,VPN,33
CBS-1999,India,2020,DDoS,Healthcare,16.7,324899,Insider,Unpatched Software,Firewall,57
CBS-2000,Australia,2023,Ransomware,Government,96.4,472878,Unknown,Social Engineering,Firewall,37
CBS-2001,France,2022,Malware,Retail,13.8,804221,Nation-state,Zero-day,Firewall,68
CBS-2002,Russia,2023,Ransomware,Banking,54.1,514319,Hacker Group,Zero-day,Firewall,37
CBS-2003,USA,2016,Man-in-the-Middle,Education,2.2,180599,Insider,Social Engineering,Antivirus,4
CBS-2004,China,2017,SQL Injection,Retail,61.8,129677,Hacker Group,Unpatched Software,Firewall,60
CBS-2005,USA,2016,Ransomware,Telecommunications,99.9,999508,Unknown,Unpatched Software,VPN,23
CBS-2006,Australia,2019,SQL Injection,Healthcare,3.9,915247,Nation-state,Zero-day,Encryption,52
CBS-2007,Japan,2015,Man-in-the-Middle,Education,51.0,685261,Nation-state,Unpatched Software,AI-based Detection,36
CBS-2008,UK,2023,DDoS,Government,34.8,48515,Hacker Group,Social Engineering,Encryption,50
CBS-2009,China,2017,Man-in-the-Middle,Government,49.4,613786,Nation-state,Unpatched Software,Antivirus,24
CBS-2010,Australia,2016,DDoS,Education,61.2,228033,Nation-state,Unpatched Software,Encryption,43
CBS-2011,India,2019,SQL Injection,Education,95.5,862718,Hacker Group,Weak Passwords,Antivirus,44
CBS-2012,Russia,2017,Ransomware,Healthcare,16.8,924837,Hacker Group,Unpatched Software,Firewall,62
CBS-2013,Japan,2018,SQL Injection,Government,20.4,876850,Insider,Weak Passwords,AI-based Detection,8
CBS-2014,Germany,2017,Phishing,Banking,10.6,556014,Nation-state,Unpatched Software,Encryption,11
CBS-2015,Brazil,2021,Phishing,Government,42.8,974362,Insider,Unpatched Software,Encryption,70
CBS-2016,India,2017,Man-in-the-Middle,IT,68.7,725608,Insider,Zero-day,AI-based Detection,15
CBS-2017,Russia,2019,Man-in-the-Middle,Education,6.8,386691,Nation-state,Weak Passwords,AI-based Detection,20
CBS-2018,India,2017,SQL Injection,Government,41.0,402855,Insider,Social Engineering,AI-based Detection,26
CBS-2019,Japan,2018,Phishing,Healthcare,25.7,518357,Insider,Weak Passwords,Firewall,42
CBS-2020,USA,2018,Phishing,Banking,29.4,724633,Hacker Group,Weak Passwords,Encryption,26
CBS-2021,Germany,2015,Ransomware,IT,6.7,742272,Nation-state,Zero-day,Antivirus,64
CBS-2022,Brazil,2024,Malware,IT,83.1,650093,Unknown,Social Engineering,Antivirus,58
CBS-2023,Japan,2021,Phishing,Banking,94.3,755165,Hacker Group,Social Engineering,Antivirus,28
CBS-2024,UK,2021,DDoS,IT,67.1,581923,Hacker Group,Social Engineering,VPN,63
CBS-2025,Australia,2024,Man-in-the-Middle,Retail,76.8,637189,Hacker Group,Unpatched Software,Antivirus,56
CBS-2026,USA,2017,DDoS,Retail,70.4,513625,Nation-state,Weak Passwords,VPN,37
CBS-2027,Germany,2024,Phishing,Government,22.5,499142,Nation-state,Unpatched Software,VPN,70
CBS-2028,USA,2024,Phishing,Healthcare,17.6,8334,Unknown,Zero-day,Firewall,13
CBS-2029,USA,2020,Phishing,Government,37.3,617277,Insider,Social Engineering,Antivirus,4
CBS-2030,USA,2018,Man-in-the-Middle,Education,2.2,614662,Unknown,Weak Passwords,VPN,37
CBS-2031,China,2024,DDoS,Banking,100.0,755185,Unknown,Weak Passwords,Encryption,20
CBS-2032,Russia,2018,DDoS,IT,37.8,839882,Nation-state,Social Engineering,AI-based Detection,7
CBS-2033,Russia,2021,Ransomware,Education,86.8,852965,Nation-state,Weak Passwords,Antivirus,39
CBS-2034,Brazil,2021,Man-in-the-Middle,Banking,3.7,566386,Insider,Unpatched Software,Encryption,45
CBS-2035,Japan,2017,Phishing,IT,73.9,402903,Insider,Zero-day,Encryption,55
CBS-2036,UK,2018,DDoS,Retail,0.5,261266,Hacker Group,Weak Passwords,Firewall,63
CBS-2037,France,2015,Malware,IT,91.9,899215,Hacker Group,Weak Passwords,Antivirus,59
CBS-2038,China,2023,Man-in-the-Middle,Education,35.4,455900,Hacker Group,Zero-day,Antivirus,11
CBS-2039,Japan,2023,SQL Injection,Government,69.6,391049,Unknown,Weak Passwords,Antivirus,35
CBS-2040,France,2020,Ransomware,Government,81.5,694660,Unknown,Weak Passwords,Encryption,29
CBS-2041,Germany,2020,DDoS,IT,64.0,650469,Unknown,Unpatched Software,Antivirus,58
CBS-2042,USA,2020,SQL Injection,IT,68.2,247149,Nation-state,Unpatched Software,Antivirus,47
CBS-2043,Japan,2019,DDoS,Education,15.5,645578,Insider,Weak Passwords,AI-based Detection,56
CBS-2044,Germany,2019,SQL Injection,Government,67.1,848517,Unknown,Unpatched Software,Antivirus,16
CBS-2045,France,2019,Malware,Healthcare,25.2,897755,Hacker Group,Social Engineering,Antivirus,61
CBS-2046,USA,2023,Ransomware,Government,93.3,999635,Nation-state,Weak Passwords,Firewall,24
CBS-2047,Brazil,2017,Phishing,Government,87.3,767721,Unknown,Weak Passwords,Encryption,9
CBS-2048,India,2019,Phishing,IT,33.2,629687,Unknown,Social Engineering,Firewall,53
CBS-2049,India,2021,Phishing,Retail,38.5,517843,Unknown,Unpatched Software,VPN,69
CBS-2050,Russia,2015,DDoS,Healthcare,20.9,807631,Nation-state,Weak Passwords,Firewall,56
CBS-2051,France,2024,Phishing,Retail,99.0,354954,Nation-state,Social Engineering,AI-based Detection,14
CBS-2052,Japan,2017,SQL Injection,Healthcare,54.3,839368,Insider,Unpatched Software,Antivirus,40
CBS-2053,Australia,2018,DDoS,Healthcare,10.8,910081,Nation-state,Zero-day,VPN,28
CBS-2054,USA,2024,Phishing,IT,87.4,979700,Hacker Group,Weak Passwords,Firewall,49
CBS-2055,China,2019,Man-in-the-Middle,Telecommunications,58.8,586131,Nation-state,Unpatched Software,Antivirus,68
CBS-2056,Australia,2017,Phishing,Education,82.5,317988,Nation-state,Zero-day,Encryption,2
CBS-2057,India,2018,Ransomware,Government,43.1,11241,Hacker Group,Weak Passwords,VPN,4
CBS-2058,Brazil,2016,Phishing,Education,98.0,381599,Unknown,Weak Passwords,Encryption,66
CBS-2059,USA,2016,SQL Injection,Education,16.5,347293,Nation-state,Unpatched Software,Firewall,65
CBS-2060,UK,2023,Ransomware,IT,86.2,82321,Unknown,Zero-day,Firewall,47
CBS-2061,Germany,2023,SQL Injection,Retail,49.8,460558,Nation-state,Zero-day,VPN,61
CBS-2062,Germany,2022,Man-in-the-Middle,Telecommunications,62.8,828280,Hacker Group,Social Engineering,VPN,62
CBS-2063,India,2020,Malware,Education,20.1,287352,Unknown,Zero-day,Firewall,69
CBS-2064,Australia,2020,Ransomware,Government,25.9,946651,Insider,Unpatched Software,VPN,67
CBS-2065,Japan,2017,Phishing,Education,88.4,954423,Unknown,Unpatched Software,Firewall,6
CBS-2066,Australia,2022,Ransomware,Banking,32.6,979382,Nation-state,Social Engineering,Antivirus,43
CBS-2067,Brazil,2017,DDoS,Government,58.7,12372,Nation-state,Social Engineering,Encryption,29
CBS-2068,Japan,2017,Phishing,IT,6.5,195044,Unknown,Unpatched Software,AI-based Detection,20
CBS-2069,Japan,2019,Ransomware,Telecommunications,34.9,721984,Nation-state,Weak Passwords,VPN,44
CBS-2070,UK,2022,DDoS,Education,71.6,654253,Insider,Weak Passwords,VPN,35
CBS-2071,Brazil,2015,Malware,Healthcare,23.0,686119,Insider,Weak Passwords,VPN,25
CBS-2072,Australia,2017,Man-in-the-Middle,Healthcare,93.9,776634,Unknown,Weak Passwords,Encryption,33
CBS-2073,India,2020,Ransomware,IT,41.1,698224,Insider,Unpatched Software,VPN,21
CBS-2074,Germany,2023,Malware,Government,86.8,88821,Unknown,Zero-day,Antivirus,39
CBS-2075,Russia,2022,Man-in-the-Middle,Banking,54.0,846546,Unknown,Unpatched Software,VPN,51
CBS-2076,Brazil,2016,Man-in-the-Middle,Retail,14.0,117819,Nation-state,Zero-day,Antivirus,15
CBS-2077,Russia,2021,Man-in-the-Middle,IT,71.0,465446,Unknown,Unpatched Software,Encryption,51
CBS-2078,Brazil,2015,Malware,Healthcare,75.7,184554,Unknown,Zero-day,AI-based Detection,39
