ID,Company Name,Job Title,Level,Location,City,State,Company Size (By Category),Company Size,Min Company Size,Max Company Size,Industry,Rating,Salary Estimate,Min Salary,Max Salary,Avg Salary
1123,Citi,Technical Data Analyst,Mid,"Irving, TX",Irving,TX,Enterprise,10000+,10000,10000,Financial,3.7,$30K-$53K,30000,53000,41500
1124,"Staffigo Technical Services, Llc",Data Analyst,Mid,"Dallas, TX",Dallas,TX,Small,51–200,51,200,Technology,5.0,$30K-$53K,30000,53000,41500
1125,North Central Texas Council Of Governments,Data Analyst,Mid,"Arlington, TX",Arlington,TX,Medium,201–500,201,500,Other Industries,2.6,$30K-$53K,30000,53000,41500
1126,Goldman Sachs,Data Analyst,Mid,"Dallas, TX",Dallas,TX,Enterprise,10000+,10000,10000,Financial,4.0,$30K-$53K,30000,53000,41500
1127,Mcafee,Business Data Analyst,Mid,"Plano, TX",Plano,TX,Large,5001–10000,5001,10000,Technology,3.5,$30K-$53K,30000,53000,41500
1128,"Conch Technologies, Inc",Data Analyst,Mid,"Plano, TX",Plano,TX,Small,51–200,51,200,Professional Services,4.6,$30K-$53K,30000,53000,41500
1129,Apex Systems,Data Analyst,Mid,"Irving, TX",Irving,TX,Large,1001–5000,1001,5000,Professional Services,3.8,$30K-$53K,30000,53000,41500
1130,Realpage,Data Analyst,Mid,"Richardson, TX",Richardson,TX,Large,5001–10000,5001,10000,Technology,2.8,$30K-$53K,30000,53000,41500
1131,Mary Kay,Operations/Supply Chain Analyst,Mid,"Lewisville, TX",Lewisville,TX,Large,5001–10000,5001,10000,Manufacturing,3.9,$41K-$86K,41000,86000,63500
1132,Mobilityware,Senior Data Analyst,Senior,"Dallas, TX",Dallas,TX,Small,51–200,51,200,Technology,4.5,$41K-$86K,41000,86000,63500
1133,Austincsi,Data Analyst,Mid,"Grapevine, TX",Grapevine,TX,Small,51–200,51,200,Professional Services,3.0,$41K-$86K,41000,86000,63500
1134,Apptricity Corporation,Technical Data Analyst,Mid,"Irving, TX",Irving,TX,Small,51–200,51,200,Technology,4.4,$41K-$86K,41000,86000,63500
1135,Mitchell Martin,Data Analyst,Mid,"Plano, TX",Plano,TX,Medium,501–1000,501,1000,Professional Services,4.1,$41K-$86K,41000,86000,63500
1136,National Neuromonitoring,Data Analyst,Mid,"Addison, TX",Addison,TX,Small,51–200,51,200,Healthcare,4.3,$41K-$86K,41000,86000,63500
1137,Ntt Data,Data Analyst,Mid,"Irving, TX",Irving,TX,Enterprise,10000+,10000,10000,Technology,3.4,$41K-$86K,41000,86000,63500
1138,Ho Chunk,Data Analyst,Mid,"Arlington, TX",Arlington,TX,Medium,201–500,201,500,Retail,2.8,$41K-$86K,41000,86000,63500
1139,Precision Technologies Corp,Data Analyst,Mid,"Plano, TX",Plano,TX,Medium,201–500,201,500,Technology,4.2,$41K-$86K,41000,86000,63500
1140,Citi,Senior Data Analyst,Senior,"Irving, TX",Irving,TX,Enterprise,10000+,10000,10000,Financial,3.7,$41K-$86K,41000,86000,63500
1141,Mosaic Sales Solutions,Data Analyst,Mid,"Irving, TX",Irving,TX,Large,5001–10000,5001,10000,Media/Advertising,3.4,$41K-$86K,41000,86000,63500
1142,"One Call Claims, Llc",Data Analyst,Mid,"Dallas, TX",Dallas,TX,Medium,201–500,201,500,Financial,3.2,$41K-$86K,41000,86000,63500
1143,Prudent Technologies & Consulting,Data Analyst,Mid,"Grapevine, TX",Grapevine,TX,Small,51–200,51,200,Technology,4.2,$41K-$86K,41000,86000,63500
1144,Daylight Solutions,Data Analyst,Mid,"Dallas, TX",Dallas,TX,Small,51–200,51,200,Government,4.7,$41K-$86K,41000,86000,63500
1145,Excite Health Partners,Senior Data Analyst,Senior,"Dallas, TX",Dallas,TX,Small,51–200,51,200,Professional Services,3.8,$41K-$86K,41000,86000,63500
1146,Prolim Global Corporation,Data Analyst,Mid,"Dallas, TX",Dallas,TX,Medium,201–500,201,500,Technology,3.4,$41K-$86K,41000,86000,63500
1147,Adt,Data Reporting Analyst,Mid,"Irving, TX",Irving,TX,Enterprise,10000+,10000,10000,Other Industries,3.1,$41K-$86K,41000,86000,63500
1148,"Pinnacle Technical Resources, Inc.",Technical Data Analyst,Mid,"Dallas, TX",Dallas,TX,Large,5001–10000,5001,10000,Technology,3.4,$41K-$86K,41000,86000,63500
1149,Edataforce Consulting Llc,Data Science Analyst,Mid,"Dallas, TX",Dallas,TX,Small,1–50,1,50,Technology,3.4,$41K-$86K,41000,86000,63500
1150,Trinity Industries,Data Analyst,Mid,"Dallas, TX",Dallas,TX,Enterprise,10000+,10000,10000,Manufacturing,2.9,$41K-$86K,41000,86000,63500
1151,"Servicelink, A Black Knight Company",Senior Data Analyst,Senior,"Dallas, TX",Dallas,TX,Large,1001–5000,1001,5000,Financial,2.5,$41K-$86K,41000,86000,63500
1152,Lightbeam Health Solutions,Data Analyst,Mid,"Irving, TX",Irving,TX,Small,51–200,51,200,Healthcare,4.0,$41K-$86K,41000,86000,63500
1153,"Telnet (Rockville, Md)",Data Analyst,Mid,"Dallas, TX",Dallas,TX,Small,51–200,51,200,Professional Services,2.8,$41K-$86K,41000,86000,63500
1154,Tarrant County,Senior Data Analyst,Senior,"Tarrant, TX",Tarrant,TX,Small,1–50,1,50,Government,3.3,$44K-$82K,44000,82000,63000
1155,Diversant Llc,Data Analyst,Mid,"Dallas, TX",Dallas,TX,Large,1001–5000,1001,5000,Professional Services,3.8,$44K-$82K,44000,82000,63000
1156,Vastika,Data Analyst,Mid,"Irving, TX",Irving,TX,Small,1–50,1,50,Healthcare,3.8,$44K-$82K,44000,82000,63000
1157,University Of Texas At Arlington,Data Analyst,Mid,"Arlington, TX",Arlington,TX,Large,1001–5000,1001,5000,Education,4.2,$44K-$82K,44000,82000,63000
1158,Apn Software Services Inc.,Data Analyst,Mid,"Plano, TX",Plano,TX,Small,51–200,51,200,Technology,4.1,$44K-$82K,44000,82000,63000
1159,Fairway Independent Mortgage Corporation,Marketing Data Analyst,Mid,"Carrollton, TX",Carrollton,TX,Large,5001–10000,5001,10000,Financial,3.7,$44K-$82K,44000,82000,63000
1160,Signify Health,Senior Data Analyst,Senior,"Dallas, TX",Dallas,TX,Medium,501–1000,501,1000,Healthcare,3.6,$44K-$82K,44000,82000,63000
1161,Hcl America Inc.,Senior Data Analyst,Senior,"Plano, TX",Plano,TX,Enterprise,10000+,10000,10000,Technology,3.5,$44K-$82K,44000,82000,63000
1162,Colfax Corporation,Senior Data Analyst,Senior,"Dallas, TX",Dallas,TX,Enterprise,10000+,10000,10000,Manufacturing,2.1,$44K-$82K,44000,82000,63000
1163,Bloomfield Homes,Data Analyst,Mid,"Southlake, TX",Southlake,TX,Small,1–50,1,50,Other Industries,3.7,$44K-$82K,44000,82000,63000
1164,Servicelink,Senior Data Analyst,Senior,"Dallas, TX",Dallas,TX,Large,1001–5000,1001,5000,Financial,2.5,$44K-$82K,44000,82000,63000
1165,Onyx Centersource,Senior Data Analyst,Senior,"Dallas, TX",Dallas,TX,Medium,201–500,201,500,Financial,3.6,$44K-$82K,44000,82000,63000
1166,Fleishman-Hillard Inc,Data Analyst,Mid,"Dallas, TX",Dallas,TX,Large,1001–5000,1001,5000,Media/Advertising,3.3,$44K-$82K,44000,82000,63000
1167,Jpmorgan Chase,Senior Data Analyst,Senior,"Lewisville, TX",Lewisville,TX,Enterprise,10000+,10000,10000,Financial,3.9,$44K-$82K,44000,82000,63000
1168,Eteam Inc.,Data Analyst,Mid,"Irving, TX",Irving,TX,Small,51–200,51,200,Professional Services,3.7,$44K-$82K,44000,82000,63000
1169,"Burnssearch, Llc",Senior Data Analyst,Senior,"Dallas, TX",Dallas,TX,Small,51–200,51,200,Professional Services,-1.0,$44K-$82K,44000,82000,63000
1170,Mindteck,Data Analyst,Mid,"Coppell, TX",Coppell,TX,Large,1001–5000,1001,5000,Technology,3.3,$44K-$82K,44000,82000,63000
1171,Analytical Mechanics Associates,Senior Data Analyst,Senior,"Dallas, TX",Dallas,TX,Medium,201–500,201,500,Professional Services,3.5,$44K-$82K,44000,82000,63000
1172,Caroffer,Financial Data Analyst,Mid,"Plano, TX",Plano,TX,Small,51–200,51,200,Retail,2.6,$44K-$82K,44000,82000,63000
1173,Lorven Technologies Inc,Senior Data Analyst,Senior,"Richardson, TX",Richardson,TX,Small,1–50,1,50,Professional Services,4.0,$44K-$82K,44000,82000,63000
1174,Home Point Financial,Senior Data Analyst,Senior,"Farmers Branch, TX",Farmers Branch,TX,Large,1001–5000,1001,5000,Financial,3.4,$44K-$82K,44000,82000,63000
1175,Horn Solutions Inc.,Senior Data Analyst,Senior,"Dallas, TX",Dallas,TX,Small,1–50,1,50,Professional Services,4.2,$44K-$82K,44000,82000,63000
1176,Djo Global,Senior Data Analyst,Senior,"Dallas, TX",Dallas,TX,Large,5001–10000,5001,10000,Healthcare,3.0,$48K-$88K,48000,88000,68000
1177,Kforce,Junior Data Analyst,Junior,"Plano, TX",Plano,TX,Enterprise,10000+,10000,10000,Professional Services,4.1,$48K-$88K,48000,88000,68000
1178,Silverxis Inc,Technical Data Analyst,Mid,"Irving, TX",Irving,TX,Small,1–50,1,50,Technology,4.0,$48K-$88K,48000,88000,68000
1179,Kforce,Data Analyst,Mid,"Plano, TX",Plano,TX,Enterprise,10000+,10000,10000,Professional Services,4.1,$48K-$88K,48000,88000,68000
1180,Community Hospital Corporation,Data Analyst,Mid,"Plano, TX",Plano,TX,Large,1001–5000,1001,5000,Healthcare,3.2,$48K-$88K,48000,88000,68000
1181,Citi,Senior Data Analyst,Senior,"Irving, TX",Irving,TX,Enterprise,10000+,10000,10000,Financial,3.7,$48K-$88K,48000,88000,68000
1182,Two95 International Inc.,Technical Data Analyst,Mid,"Irving, TX",Irving,TX,Small,1–50,1,50,Technology,4.0,$48K-$88K,48000,88000,68000
1183,University Of Texas At Arlington,Data Analyst,Mid,"Arlington, TX",Arlington,TX,Large,1001–5000,1001,5000,Education,4.2,$48K-$88K,48000,88000,68000
1184,Vastika,Data Analyst,Mid,"Irving, TX",Irving,TX,Small,1–50,1,50,Healthcare,3.8,$48K-$88K,48000,88000,68000
1185,Peoplentech Llc,Data Analyst,Mid,"Dallas, TX",Dallas,TX,Small,1–50,1,50,Technology,4.3,$48K-$88K,48000,88000,68000
1186,Eteam Inc.,Technical Data Analyst,Mid,"Irving, TX",Irving,TX,Small,51–200,51,200,Technology,3.7,$48K-$88K,48000,88000,68000
1187,Ava Consulting,Data Analyst,Mid,"Irving, TX",Irving,TX,Small,1–50,1,50,Technology,4.4,$48K-$88K,48000,88000,68000
1188,Molex,Senior Data Analyst,Senior,"Dallas, TX",Dallas,TX,Enterprise,10000+,10000,10000,Manufacturing,3.1,$48K-$88K,48000,88000,68000
1189,Net2Source,Data Quality Analyst,Mid,"Richardson, TX",Richardson,TX,Large,1001–5000,1001,5000,Professional Services,3.2,$48K-$88K,48000,88000,68000
1190,Clientsolv Technologies,Data Analyst,Mid,"Allen, TX",Allen,TX,Small,51–200,51,200,Technology,3.3,$48K-$88K,48000,88000,68000
1191,Ho Chunk,Senior Data Analyst,Senior,"Arlington, TX",Arlington,TX,Medium,201–500,201,500,Retail,2.8,$48K-$88K,48000,88000,68000
1192,Lorven Technologies Inc,Senior Data Analyst,Senior,"Richardson, TX",Richardson,TX,Small,1–50,1,50,Professional Services,4.0,$48K-$88K,48000,88000,68000
1193,Mosaic Sales Solutions,Data Analyst,Mid,"Irving, TX",Irving,TX,Large,5001–10000,5001,10000,Media/Advertising,3.4,$48K-$88K,48000,88000,68000
1194,Diverse Lynx,Data Analyst,Mid,"Plano, TX",Plano,TX,Medium,501–1000,501,1000,Technology,3.9,$48K-$88K,48000,88000,68000
1195,Net2Source,Junior Data Analyst,Junior,"Richardson, TX",Richardson,TX,Large,1001–5000,1001,5000,Professional Services,3.2,$48K-$88K,48000,88000,68000
1196,Community Hospital,Data Analyst,Mid,"Plano, TX",Plano,TX,Medium,201–500,201,500,Healthcare,3.5,$48K-$88K,48000,88000,68000
1197,Technocraft Solutions,Data Quality Analyst,Mid,"Richardson, TX",Richardson,TX,Small,1–50,1,50,Media/Advertising,3.4,$48K-$88K,48000,88000,68000
1198,Lorven Technologies Inc,Senior Data Analyst,Senior,"Richardson, TX",Richardson,TX,Small,1–50,1,50,Professional Services,4.0,$48K-$88K,48000,88000,68000
1199,Mill Creek Residential Trust,Senior Data Analyst,Senior,"Dallas, TX",Dallas,TX,Medium,501–1000,501,1000,Real Estate,4.3,$48K-$88K,48000,88000,68000
1200,Employbridge,Senior Data Analyst,Senior,"Irving, TX",Irving,TX,Large,1001–5000,1001,5000,Professional Services,3.5,$48K-$88K,48000,88000,68000
1201,Firstamerica,Senior Data Analyst,Senior,"Arlington, TX",Arlington,TX,Enterprise,10000+,10000,10000,Other Industries,3.2,$44K-$78K,44000,78000,61000
1202,Arcbest,Senior Data Analyst,Senior,"Plano, TX",Plano,TX,Enterprise,10000+,10000,10000,Other Industries,3.6,$44K-$78K,44000,78000,61000
1203,Lorven Technologies Inc,Senior Data Analyst,Senior,"Richardson, TX",Richardson,TX,Small,1–50,1,50,Professional Services,4.0,$44K-$78K,44000,78000,61000
1204,Peyton Resource Group (Prg),Senior Data Analyst,Senior,"Plano, TX",Plano,TX,Small,1–50,1,50,Professional Services,3.9,$44K-$78K,44000,78000,61000
1205,Apex Systems,Senior Data Analyst,Senior,"Plano, TX",Plano,TX,Large,1001–5000,1001,5000,Professional Services,3.8,$44K-$78K,44000,78000,61000
1206,Kforce,Senior Data Analyst,Senior,"Plano, TX",Plano,TX,Enterprise,10000+,10000,10000,Professional Services,4.1,$44K-$78K,44000,78000,61000
1207,Frontend Arts,Senior Data Analyst,Senior,"Irving, TX",Irving,TX,Small,1–50,1,50,Technology,4.5,$44K-$78K,44000,78000,61000
1208,Onemain Financial,Senior Data Analyst,Senior,"Irving, TX",Irving,TX,Enterprise,10000+,10000,10000,Financial,2.9,$44K-$78K,44000,78000,61000
1209,Apn Software Services Inc.,Data Analyst,Mid,"Allen, TX",Allen,TX,Small,51–200,51,200,Technology,4.1,$44K-$78K,44000,78000,61000
1210,Osi Engineering,Data Analyst,Mid,"Newark, CA",Newark,CA,Small,51–200,51,200,Professional Services,4.5,$110K-$190K,110000,190000,150000
1211,Nvidia,Senior Data Analyst,Senior,"Santa Clara, CA",Santa Clara,CA,Enterprise,10000+,10000,10000,Technology,4.6,$110K-$190K,110000,190000,150000
1212,Risk Management Solutions (Rms),Senior Data Analyst,Senior,"Newark, CA",Newark,CA,Large,1001–5000,1001,5000,Technology,3.9,$110K-$190K,110000,190000,150000
1213,Leandata,Data Analyst,Mid,"Santa Clara, CA",Santa Clara,CA,Small,51–200,51,200,Technology,4.0,$110K-$190K,110000,190000,150000
1214,Alteryx,Data Analyst,Mid,"Redwood City, CA",Redwood City,CA,Large,1001–5000,1001,5000,Technology,3.3,$110K-$190K,110000,190000,150000
1215,Bandai Namco Entertainment America,Senior Data Analyst,Senior,"Santa Clara, CA",Santa Clara,CA,Small,51–200,51,200,Other Industries,3.1,$110K-$190K,110000,190000,150000
1216,Kelly,Data Analyst,Mid,"Cupertino, CA",Cupertino,CA,Large,5001–10000,5001,10000,Professional Services,3.4,$110K-$190K,110000,190000,150000
1217,Tesla Motors,Data Analyst,Mid,"Fremont, CA",Fremont,CA,Enterprise,10000+,10000,10000,Manufacturing,3.4,$110K-$190K,110000,190000,150000
1218,L&T Infotech,Data Analyst,Mid,"San Jose, CA",San Jose,CA,Enterprise,10000+,10000,10000,Technology,3.5,$110K-$190K,110000,190000,150000
1219,Intraedge,Data Analyst,Mid,"Menlo Park, CA",Menlo Park,CA,Medium,501–1000,501,1000,Technology,3.8,$110K-$190K,110000,190000,150000
1220,Connor Group,Data Analyst,Mid,"Santa Clara, CA",Santa Clara,CA,Medium,201–500,201,500,Professional Services,4.0,$110K-$190K,110000,190000,150000
1221,"Joomag, Inc.",Marketing Data Analyst,Mid,"San Jose, CA",San Jose,CA,Small,51–200,51,200,Technology,3.9,$110K-$190K,110000,190000,150000
1222,Cognoa,Junior Data Analyst,Junior,"Palo Alto, CA",Palo Alto,CA,Small,1–50,1,50,Healthcare,4.0,$110K-$190K,110000,190000,150000
1223,Iconma,Data Analyst,Mid,"Cupertino, CA",Cupertino,CA,Large,1001–5000,1001,5000,Professional Services,3.6,$110K-$190K,110000,190000,150000
1224,Moveworks,Data Analyst,Mid,"Mountain View, CA",Mountain View,CA,Small,51–200,51,200,Technology,5.0,$110K-$190K,110000,190000,150000
1225,Ursus,Data Analyst,Mid,"Menlo Park, CA",Menlo Park,CA,Small,1–50,1,50,Technology,4.4,$110K-$190K,110000,190000,150000
1226,Nuro,Operations/Supply Chain Analyst,Mid,"Mountain View, CA",Mountain View,CA,Medium,201–500,201,500,Technology,4.4,$110K-$190K,110000,190000,150000
1227,"Talentburst, Inc.",Data Analyst,Mid,"Cupertino, CA",Cupertino,CA,Medium,501–1000,501,1000,Technology,3.9,$110K-$190K,110000,190000,150000
1228,Randstad,Data Analyst,Mid,"Sunnyvale, CA",Sunnyvale,CA,Large,1001–5000,1001,5000,Professional Services,3.7,$110K-$190K,110000,190000,150000
1229,Bayone Solutions,Data Analyst,Mid,"Sunnyvale, CA",Sunnyvale,CA,Large,1001–5000,1001,5000,Technology,4.1,$110K-$190K,110000,190000,150000
1230,Zipongo,Data Analyst,Mid,"San Jose, CA",San Jose,CA,Small,51–200,51,200,Healthcare,4.0,$110K-$190K,110000,190000,150000
1231,Logic Planet,Data Analyst,Mid,"San Jose, CA",San Jose,CA,Medium,201–500,201,500,Technology,3.1,$110K-$190K,110000,190000,150000
1232,Netflix,Senior Data Analyst,Senior,"Los Gatos, CA",Los Gatos,CA,Large,1001–5000,1001,5000,Technology,3.9,$110K-$190K,110000,190000,150000
1233,Kaygen Inc.,Data Analyst,Mid,"San Jose, CA",San Jose,CA,Small,1–50,1,50,Professional Services,3.9,$110K-$190K,110000,190000,150000
1234,"Iconma, L.L.C.",Data Analyst,Mid,"Sunnyvale, CA",Sunnyvale,CA,Large,1001–5000,1001,5000,Professional Services,3.6,$110K-$190K,110000,190000,150000
1235,Diverse Lynx,Data Analyst,Mid,"San Jose, CA",San Jose,CA,Medium,501–1000,501,1000,Technology,3.9,$110K-$190K,110000,190000,150000
1236,Adwait Algorithm,Data Analyst,Mid,"Santa Clara, CA",Santa Clara,CA,Small,51–200,51,200,Technology,4.4,$89K-$151K,89000,151000,120000
1237,"Netflix, Inc.",Senior Data Analyst,Senior,"Los Gatos, CA",Los Gatos,CA,Large,1001–5000,1001,5000,Technology,3.9,$89K-$151K,89000,151000,120000
1238,Technet Inc.,Data Analyst,Mid,"San Jose, CA",San Jose,CA,Small,1–50,1,50,Professional Services,5.0,$89K-$151K,89000,151000,120000
1239,Apple,Technical Data Analyst,Mid,"Santa Clara, CA",Santa Clara,CA,Enterprise,10000+,10000,10000,Technology,4.1,$89K-$151K,89000,151000,120000
1240,"Pds Tech, Inc.",Data Analyst,Mid,"Cupertino, CA",Cupertino,CA,Large,5001–10000,5001,10000,Professional Services,3.8,$89K-$151K,89000,151000,120000
1241,Power Integrations,Data Analyst,Mid,"San Jose, CA",San Jose,CA,Medium,501–1000,501,1000,Manufacturing,3.8,$89K-$151K,89000,151000,120000
1242,Infotree Service Inc,Business Data Analyst,Mid,"San Jose, CA",San Jose,CA,Small,51–200,51,200,Media/Advertising,3.7,$89K-$151K,89000,151000,120000
1243,Accounting Principals,Data Analyst,Mid,"San Jose, CA",San Jose,CA,Medium,501–1000,501,1000,Professional Services,4.0,$89K-$151K,89000,151000,120000
1244,Collabera,Data Analyst,Mid,"Sunnyvale, CA",Sunnyvale,CA,Enterprise,10000+,10000,10000,Technology,4.1,$89K-$151K,89000,151000,120000
1245,Lorven Technologies Inc,Data Analyst,Mid,"San Jose, CA",San Jose,CA,Small,1–50,1,50,Professional Services,4.0,$89K-$151K,89000,151000,120000
1246,Crystal Equation,Data Analyst,Mid,"Menlo Park, CA",Menlo Park,CA,Small,51–200,51,200,Technology,3.9,$89K-$151K,89000,151000,120000
1247,Frontend Arts,Data Analyst,Mid,"San Jose, CA",San Jose,CA,Small,1–50,1,50,Technology,4.5,$89K-$151K,89000,151000,120000
1248,Wider Circle,Data Analyst,Mid,"Redwood City, CA",Redwood City,CA,Small,1–50,1,50,Healthcare,2.4,$89K-$151K,89000,151000,120000
1249,Poshmark,Financial Data Analyst,Mid,"Redwood City, CA",Redwood City,CA,Medium,201–500,201,500,Technology,4.8,$89K-$151K,89000,151000,120000
1250,Artech Llc,Data Analyst,Mid,"Sunnyvale, CA",Sunnyvale,CA,Large,5001–10000,5001,10000,Professional Services,3.9,$89K-$151K,89000,151000,120000
1251,Bayone Solutions,Business Data Analyst,Mid,"San Jose, CA",San Jose,CA,Large,1001–5000,1001,5000,Technology,4.1,$89K-$151K,89000,151000,120000
1252,Zolon Tech Solutions Inc.,Data Analyst,Mid,"Cupertino, CA",Cupertino,CA,Medium,201–500,201,500,Technology,4.0,$89K-$151K,89000,151000,120000
1253,"Staffigo Technical Services, Llc",Junior Data Analyst,Junior,"San Jose, CA",San Jose,CA,Small,51–200,51,200,Technology,5.0,$89K-$151K,89000,151000,120000
1254,Apple,Financial Data Analyst,Mid,"Santa Clara, CA",Santa Clara,CA,Enterprise,10000+,10000,10000,Technology,4.1,$89K-$151K,89000,151000,120000
1255,Apple,Senior Data Analyst,Senior,"Santa Clara, CA",Santa Clara,CA,Enterprise,10000+,10000,10000,Technology,4.1,$89K-$151K,89000,151000,120000
1256,Lodestone,Data Quality Analyst,Mid,"Menlo Park, CA",Menlo Park,CA,Medium,201–500,201,500,Technology,4.5,$89K-$151K,89000,151000,120000
1257,Sap,Junior Data Analyst,Junior,"Palo Alto, CA",Palo Alto,CA,Enterprise,10000+,10000,10000,Technology,4.6,$89K-$151K,89000,151000,120000
1258,Calsoft Labs,Data Analyst,Mid,"Cupertino, CA",Cupertino,CA,Large,1001–5000,1001,5000,Technology,3.2,$89K-$151K,89000,151000,120000
1259,"Staffigo Technical Services, Llc",Data Analyst,Mid,"San Jose, CA",San Jose,CA,Small,51–200,51,200,Technology,5.0,$89K-$151K,89000,151000,120000
1260,Exact Sciences Corporation,Healthcare/Clinical Analyst,Mid,"Redwood City, CA",Redwood City,CA,Large,1001–5000,1001,5000,Healthcare,4.0,$89K-$151K,89000,151000,120000
1261,Stanford University,Data Analyst,Mid,"Stanford, CA",Stanford,CA,Enterprise,10000+,10000,10000,Education,4.3,$69K-$127K,69000,127000,98000
1262,Softcom Systems,Operations/Supply Chain Analyst,Mid,"San Jose, CA",San Jose,CA,Small,1–50,1,50,Technology,4.4,$69K-$127K,69000,127000,98000
